"","username","my_watched_episodes","total_count","greater_than_eq_3_count","percentage","category"
"605","0r1y",2,2,1,0.5,5
"606","0reki",1,5,1,0.2,2
"607","0rmagoden",1,1,0,0,1
"608","0Seru0",4,11,8,0.727272727272727,8
"609","0sLKd2",5.5,6,5,0.833333333333333,9
"610","0Steiner",3,2,1,0.5,5
"611","0taku4everlol",2.5,8,4,0.5,5
"612","0uka",1,3,1,0.333333333333333,4
"613","0uzumaki0",4,3,3,1,10
"614","0wNeD",4,6,5,0.833333333333333,9
"615","0xavengedx0",4,1,1,1,10
"616","1-lyra-7",2,5,1,0.2,2
"617","1-Rocketeer",5,2,1,0.5,5
"618","1000mAh",3,33,23,0.696969696969697,7
"619","100fallingstars",4,12,9,0.75,8
"620","101swoop101",1.5,2,0,0,1
"621","1059",2,129,52,0.403100775193798,5
"622","1059806576",5,2,1,0.5,5
"623","10taklz",2.5,2,1,0.5,5
"624","1122mikan",4.5,2,2,1,10
"625","11bowman",5,11,9,0.818181818181818,9
"626","11ish",2,43,17,0.395348837209302,4
"627","11sBryant",3,9,7,0.777777777777778,8
"628","11snoopy",3,8,4,0.5,5
"629","11th_in_line",1,1,0,0,1
"630","11thDoctor",5,3,3,1,10
"631","12000years",3,6,4,0.666666666666667,7
"632","123456abc123456",2,1,0,0,1
"633","123kyran123",3,21,11,0.523809523809524,6
"634","12g",1,5,2,0.4,4
"635","12koray12",3,11,7,0.636363636363636,7
"636","12lover",1,1,0,0,1
"637","1300-kun",3,58,45,0.775862068965517,8
"638","1337Gam3R",3,2,1,0.5,5
"639","1391996",2,1,0,0,1
"640","13IGNICK",1,1,0,0,1
"641","13lueMoon",5,1,1,1,10
"642","13thirteen",3,1,1,1,10
"643","1453-Shane",2,4,0,0,1
"644","1529op",2,7,3,0.428571428571429,5
"645","15arisa93",8,2,2,1,10
"646","15MeterClassYas",5,7,5,0.714285714285714,8
"647","16jacksjon",3,2,1,0.5,5
"648","17783",5,14,12,0.857142857142857,9
"649","17monkeydluffy",3,3,2,0.666666666666667,7
"650","17moon",2,3,1,0.333333333333333,4
"651","189Animefan",12,1,1,1,10
"652","1993espada",1.5,8,2,0.25,3
"653","1998TG",4,11,8,0.727272727272727,8
"654","19Pyro90",5,14,12,0.857142857142857,9
"655","1Allthingsdead",8,1,1,1,10
"656","1anime4you",1,8,1,0.125,2
"657","1fany2",1.5,2,0,0,1
"658","1floydiano",4,1,1,1,10
"659","1idragon",5,4,3,0.75,8
"660","1kuro3",3,16,10,0.625,7
"661","1littletimelord",1,2,0,0,1
"662","1Love_Anime",2,15,7,0.466666666666667,5
"663","1loveanime1",5,1,1,1,10
"664","1Luminare",2,7,2,0.285714285714286,3
"665","1malledo",1,1,0,0,1
"666","1maus1",1.5,2,0,0,1
"667","1meon_noem1",3,7,4,0.571428571428571,6
"668","1mke",1,3,1,0.333333333333333,4
"669","1mmartijnn1",4,27,23,0.851851851851852,9
"670","1n5an1ty",4.5,6,4,0.666666666666667,7
"671","1Negativo",10,1,1,1,10
"672","1NeoZero1",2,4,1,0.25,3
"673","1ns4nt0r11",6,1,1,1,10
"674","1nsanee",4,1,1,1,10
"675","1oakind93",2,5,2,0.4,4
"676","1one1ykid",5,15,13,0.866666666666667,9
"677","1P2P",5,1,1,1,10
"678","1R1SHMAN69",5.5,8,5,0.625,7
"679","1renexo",2,23,6,0.260869565217391,3
"680","1sakura-chan",2,1,0,0,1
"681","1st_King",1,13,2,0.153846153846154,2
"682","1stanimelist",5,2,2,1,10
"683","1stshadow",5,11,10,0.909090909090909,10
"684","1stSlash",6,17,11,0.647058823529412,7
"685","1superkawaii",4,1,1,1,10
"686","1Swatty",3,16,9,0.5625,6
"687","1und2",1,1,0,0,1
"688","1witdaforce",1,1,0,0,1
"689","1ZeemTv",1,15,3,0.2,2
"690","2_oz_of_pasta",2,1,0,0,1
"691","2-D",4,32,19,0.59375,6
"692","2000shadow2000",1,2,0,0,1
"693","2008106770",4,1,1,1,10
"694","200tang",3,13,7,0.538461538461538,6
"695","20pdemau",8,1,1,1,10
"696","21_Pilots",6,1,1,1,10
"697","216_fireball_216",1,1,0,0,1
"698","21mornings",2,3,1,0.333333333333333,4
"699","22",3.5,6,4,0.666666666666667,7
"700","22_",4,3,3,1,10
"701","226100",2,1,0,0,1
"702","24kchunshuai",11,2,1,0.5,5
"703","24seconds_Naerra",6,12,11,0.916666666666667,10
"704","2501pro",2,1,0,0,1
"705","250985",1,7,3,0.428571428571429,5
"706","263fjbenitez04",8.5,2,1,0.5,5
"707","27CansOfTuna",1,3,1,0.333333333333333,4
"708","28th00",1,3,1,0.333333333333333,4
"709","2arod",3,4,3,0.75,8
"710","2Bfreeyumi",5,23,17,0.739130434782609,8
"711","2chemical",3,12,6,0.5,5
"712","2Daggers",4,1,1,1,10
"713","2dBoi",5,13,13,1,10
"714","2Deeh",3,6,3,0.5,5
"715","2DERIUMNKL",3.5,8,5,0.625,7
"716","2dfssd",2,3,1,0.333333333333333,4
"717","2Die2",5,3,2,0.666666666666667,7
"718","2Dimm",2,10,4,0.4,4
"719","2DOtaku",2,3,0,0,1
"720","2dsenpai",4,3,2,0.666666666666667,7
"721","2Handed_Cutlass",7.5,4,4,1,10
"722","2her0ck",2,3,1,0.333333333333333,4
"723","2himitsu2",5,1,1,1,10
"724","2Kalt",7,15,15,1,10
"725","2kool4skool69XD",2,8,3,0.375,4
"726","2l4te",2,63,27,0.428571428571429,5
"727","2Mat",6,5,3,0.6,6
"728","2Moro",2,16,5,0.3125,4
"729","2much2soon",2,2,0,0,1
"730","2ns",4,6,6,1,10
"731","2oo5e",2,20,9,0.45,5
"732","2Pack",2,14,6,0.428571428571429,5
"733","2Precious",4,7,5,0.714285714285714,8
"734","2R",1,25,8,0.32,4
"735","2seyk",4,3,3,1,10
"736","2thuriel",2,20,9,0.45,5
"737","3_akuma",3,38,23,0.605263157894737,7
"738","323kiki",5,16,14,0.875,9
"739","333Nyu333",1,4,1,0.25,3
"740","345679AZERTYU",1,1,0,0,1
"741","34yoo34",2,4,1,0.25,3
"742","35au1",1,43,5,0.116279069767442,2
"743","37wallflower73",3,7,4,0.571428571428571,6
"744","38cards",4,63,36,0.571428571428571,6
"745","390_r",7,1,1,1,10
"746","39dearMIKU",1,3,1,0.333333333333333,4
"747","3boOodFM",2,18,8,0.444444444444444,5
"748","3dD1e",3,7,5,0.714285714285714,8
"749","3ddgarr",2,1,0,0,1
"750","3delQ8",4,11,9,0.818181818181818,9
"751","3DPD",1,1,0,0,1
"752","3DSlover",4,71,46,0.647887323943662,7
"753","3dvislt",1,1,0,0,1
"754","3KDC",4,11,7,0.636363636363636,7
"755","3kY",1,1,0,0,1
"756","3li",3,7,4,0.571428571428571,6
"757","3MeowMix3",1,57,13,0.228070175438596,3
"758","3nkei",2,1,0,0,1
"759","3pilif",3,9,5,0.555555555555556,6
"760","3PSIL0N",7,2,2,1,10
"761","3Radio",1,1,0,0,1
"762","3rr0R",3,44,26,0.590909090909091,6
"763","3SC4N0R",1.5,8,2,0.25,3
"764","3Seiko3",2,29,10,0.344827586206897,4
"765","3seren",3,7,6,0.857142857142857,9
"766","3shaCat",2,18,7,0.388888888888889,4
"767","3shnshn",3,2,1,0.5,5
"768","3sho8_7ail",5,15,11,0.733333333333333,8
"769","3stepsfromhell",12,3,3,1,10
"770","3V1L_L337",11,2,2,1,10
"771","3w0rG-3",6,1,1,1,10
"772","3xMidnight",3.5,8,5,0.625,7
"773","3zer",2,2,0,0,1
"774","4-chansey",2,7,3,0.428571428571429,5
"775","420anon",4,4,3,0.75,8
"776","420Seeker",4,1,1,1,10
"777","427",4,4,3,0.75,8
"778","43PH06",5,37,23,0.621621621621622,7
"779","44",4,2,1,0.5,5
"780","4423",12,3,3,1,10
"781","44tim44",1,7,3,0.428571428571429,5
"782","4649",1,1,0,0,1
"783","46C",2,38,13,0.342105263157895,4
"784","471f",5,1,1,1,10
"785","478n",4,23,14,0.608695652173913,7
"786","48henny",2.5,6,3,0.5,5
"787","4ah9n",6,19,19,1,10
"788","4Dam",3,1,1,1,10
"789","4daniela",6,7,7,1,10
"790","4DEyes",5,13,11,0.846153846153846,9
"791","4dool",1,1,0,0,1
"792","4ever0rNever",4,1,1,1,10
"793","4Eyed",2,3,1,0.333333333333333,4
"794","4Haru",3,1,1,1,10
"795","4iki",13.5,2,2,1,10
"796","4K",1,53,13,0.245283018867925,3
"797","4kidstv",2,3,1,0.333333333333333,4
"798","4nimek",3,29,18,0.620689655172414,7
"799","4nimeL0verr",2,19,7,0.368421052631579,4
"800","4nittie",3,5,3,0.6,6
"801","4nPix",3,4,2,0.5,5
"802","4nvica",2.5,12,6,0.5,5
"803","4oy3eH",3,47,29,0.617021276595745,7
"804","4qawjf",5,29,23,0.793103448275862,8
"805","4r1k1",3,5,3,0.6,6
"806","4ran",2.5,2,1,0.5,5
"807","4suka",2.5,12,6,0.5,5
"808","4U6U57",3,32,19,0.59375,6
"809","4WARE",4.5,14,9,0.642857142857143,7
"810","4X_XR3Y",3,23,17,0.739130434782609,8
"811","4ydick",6,5,4,0.8,8
"812","503508",1,1,0,0,1
"813","5253h",6,1,1,1,10
"814","555krystian",2,23,10,0.434782608695652,5
"815","55Alee",3,37,21,0.567567567567568,6
"816","55knives",8,3,3,1,10
"817","5ab3r",1,5,2,0.4,4
"818","5camp",1,382,105,0.274869109947644,3
"819","5huusui",4,10,8,0.8,8
"820","5Kingi",5,1,1,1,10
"821","5l1v3r",2,39,14,0.358974358974359,4
"822","5oulcrusher",5.5,12,10,0.833333333333333,9
"823","5qu1rr3l",5,1,1,1,10
"824","5shin",3.5,18,10,0.555555555555556,6
"825","5za",5,3,2,0.666666666666667,7
"826","5zakk",6.5,2,2,1,10
"827","5zary",4,21,14,0.666666666666667,7
"828","61612",1,1,0,0,1
"829","623hiragi",6.5,6,4,0.666666666666667,7
"830","62pac",2,25,10,0.4,4
"831","666destiny",1.5,2,0,0,1
"832","672",14,1,1,1,10
"833","69oo69",7,4,3,0.75,8
"834","6SasukeUchiha9",3,1,1,1,10
"835","6sceseos",2,34,14,0.411764705882353,5
"836","6Sh00t3r",8,1,1,1,10
"837","6sophieYusa",3.5,26,18,0.692307692307692,7
"838","6y33v34y0n3",2,3,1,0.333333333333333,4
"839","6yPaTuHo",1,7,2,0.285714285714286,3
"840","7_5e-134",3.5,4,3,0.75,8
"841","7-Eureka",3,1,1,1,10
"842","701125",8,2,2,1,10
"843","7123x",5,4,3,0.75,8
"844","727",4,12,11,0.916666666666667,10
"845","755nbo",4,7,4,0.571428571428571,6
"846","757ctme",1,1,0,0,1
"847","77",2,1,0,0,1
"848","78darkdragon",5,1,1,1,10
"849","78malex",5,1,1,1,10
"850","78uh",10.5,2,2,1,10
"851","7cupcake",2,3,1,0.333333333333333,4
"852","7eiv",3,5,4,0.8,8
"853","7Firmament",6,1,1,1,10
"854","7fold",3.5,10,6,0.6,6
"855","7g48",2,1,0,0,1
"856","7Ghost_Lover",3,1,1,1,10
"857","7jaws7",5.5,6,5,0.833333333333333,9
"858","7Kushi",1,1,0,0,1
"859","7mo0dy_96",3,21,14,0.666666666666667,7
"860","7MOD",2.5,8,4,0.5,5
"861","7shad0w",3,1,1,1,10
"862","7Steph7",6,2,2,1,10
"863","7upman",3,1,1,1,10
"864","818zkinkychick",6,1,1,1,10
"865","83cool",4,2,1,0.5,5
"866","8Ball",4.5,4,4,1,10
"867","8bitsyd",13,4,3,0.75,8
"868","8GaugeBrett",6,25,23,0.92,10
"869","8lacKy",3,102,80,0.784313725490196,8
"870","8Milky",9,2,2,1,10
"871","8NekoDark",3.5,16,12,0.75,8
"872","8sianDude",4.5,6,5,0.833333333333333,9
"873","8xSakurax8",5,10,9,0.9,9
"874","8zack8",3,4,3,0.75,8
"875","9001",3,23,12,0.521739130434783,6
"876","9021RockStar",1,3,1,0.333333333333333,4
"877","90sanimebabe",3,3,2,0.666666666666667,7
"878","92kaze",4,2,2,1,10
"879","92Nemmy92",2,4,1,0.25,3
"880","957",2,4,1,0.25,3
"881","95Ghost",1,1,0,0,1
"882","96manatee",2,4,1,0.25,3
"883","97sclarkkent",6,2,2,1,10
"884","98N899",3,2,1,0.5,5
"885","99daffe",9,1,1,1,10
"886","99dragons",3,3,2,0.666666666666667,7
"887","99foxes",5,9,8,0.888888888888889,9
"888","99nour",2.5,60,30,0.5,5
"889","9Aska",13,1,1,1,10
"890","9DragoFox6",3,13,7,0.538461538461538,6
"891","9gager4lyfe",2,1,0,0,1
"892","9ine",2.5,2,1,0.5,5
"893","9jaotaku3S",1,3,0,0,1
"894","9Lampara",2,6,3,0.5,5
"895","9lion6",5,3,2,0.666666666666667,7
"896","9na",2.5,2,1,0.5,5
"897","9tal3s",5,5,4,0.8,8
"898","9thWonderful",1.5,4,1,0.25,3
"899","9un33",4,1,1,1,10
"900","9Westy9",2,38,16,0.421052631578947,5
"901","a__noobish__noob",1,20,6,0.3,3
"902","A_A",2,6,3,0.5,5
"903","a_c_e",6,9,7,0.777777777777778,8
"904","A_Changed_Man",7,2,2,1,10
"905","a_l_2606",6.5,4,4,1,10
"906","a_lover48",9,4,4,1,10
"907","a_nobodyXIII",20,1,1,1,10
"908","a_ri",3,1,1,1,10
"909","A_Russian_Hacker",2,4,2,0.5,5
"910","A_Shy_Flygon",5,1,1,1,10
"911","A_Singh23",12,1,1,1,10
"912","A_Slug905",4,14,11,0.785714285714286,8
"913","a_Squalo",5,4,2,0.5,5
"914","A_StealthyGeko",2,1,0,0,1
"915","a-kemi",1,1,0,0,1
"916","A-Nya",7,3,3,1,10
"917","A-res",1,1,0,0,1
"918","A-sama",4.5,2,2,1,10
"919","A-Sora",3.5,2,1,0.5,5
"920","A-Un",1,11,2,0.181818181818182,2
"921","A-Y-C",4.5,4,3,0.75,8
"922","A-yaBokukakkoi",4,3,2,0.666666666666667,7
"923","a15819267718",1,6,1,0.166666666666667,2
"924","a1Do255",1,371,2,0.00539083557951483,1
"925","A1ma",3.5,2,2,1,10
"926","a1oner",4.5,22,21,0.954545454545455,10
"927","a1tl4",4,8,5,0.625,7
"928","a2-",3,8,4,0.5,5
"929","a2b2od",2,13,6,0.461538461538462,5
"930","A2IsAGoddess",2,25,10,0.4,4
"931","a2m22",1.5,8,2,0.25,3
"932","a310gintoki",9,1,1,1,10
"933","A3ead",11,1,1,1,10
"934","a4dce",5,5,5,1,10
"935","a666",4,27,17,0.62962962962963,7
"936","a7md_j3fr",7,6,6,1,10
"937","a7medjo",3,5,3,0.6,6
"938","a7o",4,3,2,0.666666666666667,7
"939","A7xWicked",6,5,4,0.8,8
"940","aaaa551155",5,7,7,1,10
"941","AaAdeo",2,2,1,0.5,5
"942","Aaai",5,4,3,0.75,8
"943","AaalonL",6,3,3,1,10
"944","aabkhara",3,1,1,1,10
"945","Aabo0",3.5,16,10,0.625,7
"946","Aaboz",6,7,6,0.857142857142857,9
"947","aaby",1,15,4,0.266666666666667,3
"948","AaC_41",2,10,4,0.4,4
"949","aadamoo",1,2,0,0,1
"950","AADMC",2.5,2,1,0.5,5
"951","aaeellxx",5,1,1,1,10
"952","Aaeeschylus",3,1,1,1,10
"953","Aahir",7,4,2,0.5,5
"954","aAhmeds",4.5,4,3,0.75,8
"955","aaht",5.5,2,2,1,10
"956","Aakaname",3,15,11,0.733333333333333,8
"957","aakash626",6.5,4,4,1,10
"958","aakashwadhwa7",5,5,5,1,10
"959","Aakikun",3,2,2,1,10
"960","aalexitoo",4,9,6,0.666666666666667,7
"961","aalg596",1,2,0,0,1
"962","aallie",1,6,2,0.333333333333333,4
"963","AALT",12,1,1,1,10
"964","Aamod_pande",1,1,0,0,1
"965","AanimeList",4,1,1,1,10
"966","aannie",3,3,2,0.666666666666667,7
"967","Aardvarkgodx",3,2,1,0.5,5
"968","Aareate",3.5,2,2,1,10
"969","aarelf",5.5,2,2,1,10
"970","Aari_Avis",1,9,4,0.444444444444444,5
"971","Aarikah",2,17,5,0.294117647058824,3
"972","Aarin",1.5,4,1,0.25,3
"973","AArK",1,1,0,0,1
"974","aarletkaa",7.5,8,7,0.875,9
"975","Aaron_Aliaga",6,13,8,0.615384615384615,7
"976","Aaron_IX",4.5,2,2,1,10
"977","aaron_marksm",4,12,9,0.75,8
"978","aaron_stone",1,5,2,0.4,4
"979","AaronAMV",1,1,0,0,1
"980","AaronArcher",9,4,4,1,10
"981","AaronDabes",4,1,1,1,10
"982","AaronDracon",5,3,2,0.666666666666667,7
"983","AaronIsCrunchy",6,1,1,1,10
"984","AaronKuma",4,1,1,1,10
"985","aaronprodigyx",4,2,2,1,10
"986","AaronScythe",6,1,1,1,10
"987","Aaronshii",4,1,1,1,10
"988","AaronSmith",22,1,1,1,10
"989","aarontiny25",1,1,0,0,1
"990","AaronxD54",1,18,6,0.333333333333333,4
"991","Aarquen",4.5,6,4,0.666666666666667,7
"992","Aaru-san",4,4,3,0.75,8
"993","aarush",10,1,1,1,10
"994","AashFenton",1,22,6,0.272727272727273,3
"995","Aasim113",7,5,5,1,10
"996","aatata",3.5,18,11,0.611111111111111,7
"997","Aatu",3.5,4,3,0.75,8
"998","Aaun",12,1,1,1,10
"999","AAV-Afro-Unit",5,3,3,1,10
"1000","aayn",3,37,20,0.540540540540541,6
"1001","aayuayu",1,1,0,0,1
"1002","Ab_Killa17",1,1,0,0,1
"1003","ab4dd0n",2.5,22,11,0.5,5
"1004","ab5tracto93",3,3,2,0.666666666666667,7
"1005","abanana1999",4,1,1,1,10
"1006","abanime98",6,1,1,1,10
"1007","Abatedust",3,49,33,0.673469387755102,7
"1008","Abbad",2,1,0,0,1
"1009","abbathbass1",10,1,1,1,10
"1010","Abbe",3,6,6,1,10
"1011","Abbey_sama",5,3,3,1,10
"1012","Abbie_Blizzard",8,2,2,1,10
"1013","abbigale_tao",1,39,8,0.205128205128205,3
"1014","abbodon",6,1,1,1,10
"1015","Abbs",6,5,4,0.8,8
"1016","abbs002",5,12,10,0.833333333333333,9
"1017","Abby_Nightingale",5.5,16,12,0.75,8
"1018","Abbyfa76",2,35,15,0.428571428571429,5
"1019","AbbyYata",3,31,20,0.645161290322581,7
"1020","abdallahbah",2,143,47,0.328671328671329,4
"1021","abdelhak_nachit",6,4,4,1,10
"1022","Abdellatifbrhm",4.5,6,5,0.833333333333333,9
"1023","abderrazak",2,132,44,0.333333333333333,4
"1024","Abdizriel",3,4,2,0.5,5
"1025","Abdo_Darwish",4,4,4,1,10
"1026","Abdole",4,3,3,1,10
"1027","abdomersoul",2,1,0,0,1
"1028","AbDoO7",3,29,19,0.655172413793103,7
"1029","Abdool",1,15,7,0.466666666666667,5
"1030","abdou_fcb",5,4,4,1,10
"1031","Abdou-san",2,27,12,0.444444444444444,5
"1032","Abdudedey",4,10,9,0.9,9
"1033","abdul18",7,11,8,0.727272727272727,8
"1034","Abdullah_kudo",4,6,5,0.833333333333333,9
"1035","abdulp",3,17,10,0.588235294117647,6
"1036","abeastmuffin",3,42,24,0.571428571428571,6
"1037","Abedulrahman",2.5,8,4,0.5,5
"1038","abeephat",4,2,2,1,10
"1039","Abeiramar",4,1,1,1,10
"1040","Abeldaking",4,2,2,1,10
"1041","AbelFive",10,1,1,1,10
"1042","abelpinheiro",2,1,0,0,1
"1043","AbelRemington42",4,2,2,1,10
"1044","AbelZz",1,2,0,0,1
"1045","Abenthy",5,4,3,0.75,8
"1046","abhay_shinigami",5,2,2,1,10
"1047","abhinaVADAR42",2,5,1,0.2,2
"1048","Abhishantz",6,9,7,0.777777777777778,8
"1049","abhishek14",4,1,1,1,10
"1050","Abi61",5,34,28,0.823529411764706,9
"1051","Abi91",4,4,2,0.5,5
"1052","Abigail_Yym",2,1,0,0,1
"1053","Abiibi",5,11,8,0.727272727272727,8
"1054","abiranz",4,23,20,0.869565217391304,9
"1055","AbitofSugar",5,5,5,1,10
"1056","abiwill23",6,2,2,1,10
"1057","abiz",4,16,14,0.875,9
"1058","Able",3,1,1,1,10
"1059","ABleachFan",7.5,4,4,1,10
"1060","ablia",1.5,2,0,0,1
"1061","ablue8807",3,5,3,0.6,6
"1062","Abmanju",3,9,5,0.555555555555556,6
"1063","Abno",3,2,2,1,10
"1064","Abnormal-zombie",4.5,16,12,0.75,8
"1065","AbnormalFetus",2,16,7,0.4375,5
"1066","abohakobyan",5,1,1,1,10
"1067","Abolic",3,3,2,0.666666666666667,7
"1068","Abominable",1,22,1,0.0454545454545455,1
"1069","abominable_66",2.5,4,2,0.5,5
"1070","aboomer39905",1,19,8,0.421052631578947,5
"1071","ABootlegPerson",12,6,6,1,10
"1072","About53canadians",5,19,15,0.789473684210526,8
"1073","AboveTheBlue",3,6,4,0.666666666666667,7
"1074","AbrahamJaison",2,14,6,0.428571428571429,5
"1075","Abramacabre",3.5,8,7,0.875,9
"1076","Abrar1999",1,5,1,0.2,2
"1077","abraxxus",4,5,4,0.8,8
"1078","abraxxxas",1,2,0,0,1
"1079","abri-castanet",1,1,0,0,1
"1080","abrownb3ar",4,27,20,0.740740740740741,8
"1081","ABS_DARk_LiGHT",3,1,1,1,10
"1082","abscom",1,1,0,0,1
"1083","absentmindednes",3,14,8,0.571428571428571,6
"1084","Absintax",3.5,4,3,0.75,8
"1085","Absolute",5,59,52,0.88135593220339,9
"1086","absolutelyMBJT",3,3,2,0.666666666666667,7
"1087","AbsoluteTheory",1,5,0,0,1
"1088","AbstractZealot93",3,11,6,0.545454545454545,6
"1089","Absynthe",2,1,0,0,1
"1090","ABtheOtaku",3,45,29,0.644444444444444,7
"1091","abuahmed",7,2,2,1,10
"1092","abulkabul",1,1,0,0,1
"1093","abuseLV",5,7,5,0.714285714285714,8
"1094","Aby-kun",3,1,1,1,10
"1095","Abyhape",1,1,0,0,1
"1096","abyss333",5.5,10,8,0.8,8
"1097","AbyssCrisis",6,1,1,1,10
"1098","AbyssHerceg",4.5,2,2,1,10
"1099","Abysslulu",2,6,2,0.333333333333333,4
"1100","abyssv6",3,1,1,1,10
"1101","abyz",1.5,16,6,0.375,4
"1102","AC_Neko",4.5,6,4,0.666666666666667,7
"1103","AC-CESS",1,29,6,0.206896551724138,3
"1104","ac73",2,10,4,0.4,4
"1105","aca85",3,30,18,0.6,6
"1106","Acakes",3,24,17,0.708333333333333,8
"1107","Acalia",1.5,2,0,0,1
"1108","Acama12",1,5,0,0,1
"1109","Acans",1,5,0,0,1
"1110","Acastus_Cor",5,3,3,1,10
"1111","Acathisia",1,8,1,0.125,2
"1112","Accalia-Chan",2.5,2,1,0.5,5
"1113","Acceb",4,1,1,1,10
"1114","accel550",6,2,2,1,10
"1115","AcceleratorAngel",6,1,1,1,10
"1116","AcceleratorPT",1,1,0,0,1
"1117","AccelFrenda",4,29,21,0.724137931034483,8
"1118","Accelibur",2,3,1,0.333333333333333,4
"1119","Acceloliter",6,7,7,1,10
"1120","AccelOrder",4.5,4,4,1,10
"1121","access0",4,98,75,0.76530612244898,8
"1122","AccessReviews",4,25,19,0.76,8
"1123","accexs",3,5,4,0.8,8
"1124","acciokeyblade",4,1,1,1,10
"1125","AccipiterF1",2,68,29,0.426470588235294,5
"1126","AccountKiller",3,2,1,0.5,5
"1127","AccrodeManga",4,1,1,1,10
"1128","AccrosSky",3,6,6,1,10
"1129","acdp",1,5,0,0,1
"1130","Ace_16",2,3,1,0.333333333333333,4
"1131","Ace_Angel",13,1,1,1,10
"1132","ace_love",9.5,2,2,1,10
"1133","Ace_Templar",7,3,3,1,10
"1134","ace_trainer",3,25,13,0.52,6
"1135","Ace13reviews",6,6,6,1,10
"1136","ACE2001",1,3,0,0,1
"1137","Aceaelus",1,2,0,0,1
"1138","aceCaptainSlow",1,1,0,0,1
"1139","acecipher",3,8,4,0.5,5
"1140","AceD",5,10,7,0.7,7
"1141","AceDefective",2,2,1,0.5,5
"1142","Aceeeee",1,3,1,0.333333333333333,4
"1143","aceface",1,1,0,0,1
"1144","AceFlame",4.5,8,6,0.75,8
"1145","AceIII",3,16,9,0.5625,6
"1146","aceksa",24,1,1,1,10
"1147","AceLe",2,92,41,0.445652173913043,5
"1148","AceMaster",3,31,16,0.516129032258065,6
"1149","AceMcCoy03",4,1,1,1,10
"1150","Acendancy",1.5,4,1,0.25,3
"1151","aceoflife",2,1,0,0,1
"1152","AceOfSpade",4.5,4,3,0.75,8
"1153","aceofwar20",3,5,3,0.6,6
"1154","acer-rubrum",2,1,0,0,1
"1155","Acereracer",4,8,5,0.625,7
"1156","aces100",10,2,2,1,10
"1157","AcesDragon",2.5,6,3,0.5,5
"1158","AceSoldia",2,77,33,0.428571428571429,5
"1159","AceTheHanyou",2,15,2,0.133333333333333,2
"1160","acethesuperhero",5,1,1,1,10
"1161","acev",1,5,0,0,1
"1162","ACExDiscostu93",6,1,1,1,10
"1163","achaiah",2,3,0,0,1
"1164","achat",5,3,2,0.666666666666667,7
"1165","Achazia",4.5,10,7,0.7,7
"1166","ACheekyLlama",5,4,3,0.75,8
"1167","achernar",3,1,1,1,10
"1168","Acheron",4,15,15,1,10
"1169","Achieve",1,3,1,0.333333333333333,4
"1170","Achight",3,2,1,0.5,5
"1171","achii-san",2,1,0,0,1
"1172","achikochidochi",3,1,1,1,10
"1173","achillies43",6,15,11,0.733333333333333,8
"1174","achroma",4,3,2,0.666666666666667,7
"1175","AchromicFlame",1,23,4,0.173913043478261,2
"1176","Achtor",4,15,10,0.666666666666667,7
"1177","Achyar7x",4,3,3,1,10
"1178","Acidblood",4.5,24,20,0.833333333333333,9
"1179","AcidCherry",2,3,0,0,1
"1180","Acidproof",6,1,1,1,10
"1181","AcidRainForever",1.5,2,0,0,1
"1182","Acidwraine",2,1,0,0,1
"1183","acita",3,9,5,0.555555555555556,6
"1184","Ack_ac",2,13,6,0.461538461538462,5
"1185","ackerbomb",7,1,1,1,10
"1186","ackermanessi",6,5,4,0.8,8
"1187","Acknown3",3,22,15,0.681818181818182,7
"1188","AcmyPao",3.5,4,3,0.75,8
"1189","Acolytic",2,1,0,0,1
"1190","Acomsait",2,3,0,0,1
"1191","acosenza",5,3,3,1,10
"1192","acousthicc",5,4,3,0.75,8
"1193","acp_1997",4,7,5,0.714285714285714,8
"1194","ACPaco",2,1,0,0,1
"1195","Acrasy",7,3,2,0.666666666666667,7
"1196","acree",9,1,1,1,10
"1197","Acrido",3,17,14,0.823529411764706,9
"1198","Acriman",5,1,1,1,10
"1199","Acrinyx",3,1,1,1,10
"1200","Acrisius",1,1,0,0,1
"1201","Acro-taku",2,9,3,0.333333333333333,4
"1202","ACRONUS",4,1,1,1,10
"1203","Across",3,35,23,0.657142857142857,7
"1204","Acrossma",2,8,4,0.5,5
"1205","Acroze",1,1,0,0,1
"1206","acryce",3,3,3,1,10
"1207","acseraphin",1,7,1,0.142857142857143,2
"1208","Action_Hank",10,1,1,1,10
"1209","actium",3,4,3,0.75,8
"1210","actophilos",1,6,2,0.333333333333333,4
"1211","Actor",6,1,1,1,10
"1212","Actrion",4.5,14,11,0.785714285714286,8
"1213","Acura",2.5,22,11,0.5,5
"1214","AcurD",2,10,3,0.3,3
"1215","Acute",1,1,0,0,1
"1216","acw215079",5,3,3,1,10
"1217","AD3L1N",1,73,13,0.178082191780822,2
"1218","ada_21",2,1,0,0,1
"1219","adaff",3,2,2,1,10
"1220","Adagaki",1,15,4,0.266666666666667,3
"1221","adalad23",10,1,1,1,10
"1222","adalama",5,1,1,1,10
"1223","Adalana",5.5,2,2,1,10
"1224","Adalbrecht",3,35,19,0.542857142857143,6
"1225","Adalheid",2,1,0,0,1
"1226","adalimina",1,22,6,0.272727272727273,3
"1227","Adam_Blazar",2,25,12,0.48,5
"1228","adam11i13",3,2,1,0.5,5
"1229","adamaci",2,4,1,0.25,3
"1230","adamantine",5,10,10,1,10
"1231","adamc012",1,10,4,0.4,4
